,,25m,,50m,,100m,,250m,,500m,,1b,,2.5b,,5b,,10b,,25b,
"Cos(1) [Series]",,0.165,"151,000,000",0.320,"156,000,000",0.598,"167,000,000",1.588,"157,000,000",3.265,"153,000,000",6.923,"144,000,000",18.110,"138,000,000",39.091,"127,000,000",83.792,"119,000,000",234.135,"106,000,000"
