,,25m,,50m,,100m,,250m,,500m,,1b,,2.5b,,5b,,10b,,25b,
"Pi [chudnovsky]",1,1.476,"16,900,000",3.322,"15,000,000",7.396,"13,500,000",21.476,"11,600,000",46.784,"10,600,000",106.755,"9,360,000",304.426,"8,210,000",688.802,"7,250,000",1497.532,"6,670,000",4189.077,"5,960,000"
