,,25m,,50m,,100m,,250m,,500m,,1b,,2.5b,,5b,,10b,,25b,,50b,,100b,
"Pi [chudnovsky]",1,0.213,"117,000,000",0.279,"179,000,000",0.635,"157,000,000",1.716,"145,000,000",3.621,"138,000,000",6.265,"159,000,000",12.500,"200,000,000",22.377,"223,000,000",44.059,"226,000,000",120.282,"207,000,000",275.297,"181,000,000",672.558,"148,000,000"
