,,25m,,50m,,100m,,250m,,500m,,1b,,2.5b,,5b,,10b,,25b,,50b,
"Pi [chudnovsky]",1,0.318,"78,600,000",0.687,"72,700,000",1.422,"70,300,000",3.453,"72,400,000",6.471,"77,200,000",12.435,"80,400,000",31.694,"78,800,000",67.529,"74,000,000",143.148,"69,800,000",400.840,"62,300,000",777.696,"64,200,000"
