,25m,,50m,,100m,,250m,,500m,,1b,
"Amazon Web Services [r7a.large]",102.837,"243,000",236.183,"211,000",542.375,"184,000",1597.132,"156,000",3615.483,"138,000",8126.351,"123,000"
