,25m,,50m,,100m,,250m,,500m,,1b,,2.5b,
"Amazon Web Services [r7a.large]",3.285,"7,610,000",7.467,"6,690,000",16.710,"5,980,000",49.466,"5,050,000",111.529,"4,480,000",247.500,"4,040,000",689.849,"3,620,000"
