,25m,,50m,,100m,,250m,,500m,,1b,,2.5b,,5b,,10b,,25b,,50b,,100b,
"Amazon Web Services [c5d.24xlarge]",0.247,"101,000,000",0.511,"97,800,000",1.101,"90,800,000",2.814,"88,800,000",5.758,"86,800,000",12.013,"83,200,000",33.020,"75,700,000",71.944,"69,400,000",157.163,"63,600,000",447.563,"55,800,000",,,,
"Amazon Web Services [c5d.large]",4.599,"5,430,000",10.414,"4,800,000",23.472,"4,260,000",68.903,"3,620,000",154.041,"3,240,000",,,,,,,,,,,,,,
"Amazon Web Services [m6a.48xlarge]",0.460,"54,300,000",,,,,,,,,,,,,,,,,,,,,,
"Amazon Web Services [m6a.large]",4.187,"5,970,000",9.455,"5,280,000",21.344,"4,680,000",61.859,"4,040,000",137.190,"3,640,000",309.409,"3,230,000",,,,,,,,,,,,
"Amazon Web Services [m6i.32xlarge]",0.285,"87,700,000",0.467,"107,000,000",0.913,"109,000,000",2.296,"108,000,000",4.572,"109,000,000",9.270,"107,000,000",25.057,"99,700,000",53.785,"92,900,000",116.678,"85,700,000",324.987,"76,900,000",720.505,"69,300,000",1578.349,"63,300,000"
"Amazon Web Services [m6i.large]",3.648,"6,850,000",8.318,"6,010,000",18.493,"5,400,000",53.290,"4,690,000",118.135,"4,230,000",262.332,"3,810,000",,,,,,,,,,,,
"Amazon Web Services [t3.small]",5.430,"4,600,000",12.351,"4,040,000",27.665,"3,610,000",80.617,"3,100,000",,,,,,,,,,,,,,,,
"Google Cloud Platform [n2d-standard-2]",5.606,"4,450,000",12.659,"3,940,000",28.456,"3,510,000",82.382,"3,030,000",182.820,"2,730,000",408.601,"2,440,000",,,,,,,,,,,,
"Google Cloud Platform [n2d-standard-224]",0.399,"62,600,000",0.787,"63,500,000",1.668,"59,900,000",4.278,"58,400,000",7.752,"64,400,000",13.504,"74,000,000",28.126,"88,800,000",,,,,,,,,,
