,25m,,50m,,100m,,250m,,500m,,1b,,2.5b,,5b,,10b,
"Amazon Web Services [c5d.24xlarge]",0.938,"26,600,000",1.987,"25,100,000",4.245,"23,500,000",11.004,"22,700,000",22.836,"21,800,000",48.144,"20,700,000",133.257,"18,700,000",290.005,"17,200,000",,
"Amazon Web Services [c5d.large]",17.970,"1,390,000",40.982,"1,220,000",93.367,"1,070,000",273.290,"914,000",618.411,"808,000",,,,,,,,
"Amazon Web Services [m6a.48xlarge]",1.273,"19,600,000",,,,,,,,,,,,,,,,
"Amazon Web Services [m6a.large]",16.619,"1,500,000",37.707,"1,320,000",85.007,"1,170,000",247.785,"1,000,000",555.950,"899,000",1300.624,"768,000",,,,,,
"Amazon Web Services [m6i.32xlarge]",1.138,"21,900,000",1.766,"28,300,000",3.569,"28,000,000",8.934,"27,900,000",18.052,"27,600,000",36.959,"27,000,000",100.632,"24,800,000",216.905,"23,000,000",474.071,"21,000,000"
"Amazon Web Services [m6i.large]",14.483,"1,720,000",32.619,"1,530,000",73.670,"1,350,000",211.355,"1,180,000",471.652,"1,060,000",1049.728,"952,000",,,,,,
"Amazon Web Services [t3.small]",21.362,"1,170,000",48.556,"1,020,000",109.946,"909,000",319.640,"782,000",,,,,,,,,,
"Google Cloud Platform [n2d-standard-2]",21.629,"1,150,000",48.824,"1,020,000",110.372,"906,000",320.768,"779,000",715.446,"698,000",1874.187,"533,000",,,,,,
"Google Cloud Platform [n2d-standard-224]",1.525,"16,300,000",3.222,"15,500,000",6.919,"14,400,000",17.956,"13,900,000",32.861,"15,200,000",58.336,"17,100,000",,,,,,
