,25m,,50m,,100m,,250m,,500m,,1b,,2.5b,
"Amazon Web Services [r7a.large]",6.479,"3,850,000",15.000,"3,330,000",34.370,"2,900,000",102.673,"2,430,000",232.678,"2,140,000",524.587,"1,900,000",1539.355,"1,620,000"
