,25m,,50m,,100m,,250m,,500m,,1b,,2.5b,
"Amazon Web Services [r7a.large]",9.192,"2,710,000",21.166,"2,360,000",48.008,"2,080,000",141.715,"1,760,000",318.882,"1,560,000",714.493,"1,390,000",2069.977,"1,200,000"
