,25m,,50m,,100m,,250m,,500m,,1b,,2.5b,
"Amazon Web Services [r7a.large]",5.222,"4,780,000",11.919,"4,190,000",26.506,"3,770,000",78.016,"3,200,000",175.053,"2,850,000",390.190,"2,560,000",1101.215,"2,270,000"
