,25m,,50m,,100m,,250m,,500m,,1b,,2.5b,
"Amazon Web Services [r7a.large]",5.833,"4,280,000",13.553,"3,680,000",30.995,"3,220,000",92.341,"2,700,000",210.798,"2,370,000",476.970,"2,090,000",1384.703,"1,800,000"
