,25m,,50m,,100m,,250m,,500m,,1b,,2.5b,
"Amazon Web Services [r7a.large]",29.291,"853,000",66.853,"747,000",151.009,"662,000",441.978,"565,000",997.686,"501,000",2241.874,"446,000",6516.383,"383,000"
