,25m,,50m,,100m,,250m,,500m,,1b,,2.5b,
"Amazon Web Services [r7a.large]",5.312,"4,700,000",12.080,"4,130,000",27.054,"3,690,000",78.699,"3,170,000",175.777,"2,840,000",390.020,"2,560,000",1110.935,"2,250,000"
