,25m,,50m,,100m,,250m,,500m,,1b,,2.5b,
"Amazon Web Services [r7a.large]",3.261,"7,660,000",7.459,"6,700,000",16.794,"5,950,000",49.236,"5,070,000",110.572,"4,520,000",245.685,"4,070,000",705.113,"3,540,000"
