,25m,,50m,,100m,,250m,,500m,,1b,,2.5b,
"Amazon Web Services [r7a.large]",10.318,"2,420,000",24.145,"2,070,000",54.416,"1,830,000",162.489,"1,530,000",363.737,"1,370,000",821.688,"1,210,000",2385.379,"1,040,000"
