,25m,,50m,,100m,,250m,,500m,,1b,,2.5b,
"Amazon Web Services [r7a.large]",5.752,"4,340,000",12.954,"3,850,000",28.838,"3,460,000",85.088,"2,930,000",189.702,"2,630,000",421.509,"2,370,000",1190.311,"2,100,000"
