,25m,,50m,,100m,,250m,,500m,,1b,,2.5b,,5b,,10b,
"Amazon Web Services [c5d.24xlarge]",0.894,"27,900,000",1.878,"26,600,000",4.004,"24,900,000",10.455,"23,900,000",21.724,"23,000,000",45.557,"21,900,000",124.304,"20,100,000",271.686,"18,400,000",,
"Amazon Web Services [c5d.large]",16.143,"1,540,000",36.744,"1,360,000",83.578,"1,190,000",246.744,"1,010,000",559.923,"892,000",,,,,,,,
"Amazon Web Services [m6i.32xlarge]",1.127,"22,100,000",1.775,"28,100,000",3.451,"28,900,000",8.717,"28,600,000",17.318,"28,800,000",35.509,"28,100,000",95.498,"26,100,000",205.672,"24,300,000",446.351,"22,400,000"
"Amazon Web Services [m6i.large]",12.829,"1,940,000",28.961,"1,720,000",65.187,"1,530,000",189.205,"1,320,000",424.963,"1,170,000",949.065,"1,050,000",,,,,,
"Amazon Web Services [t3.small]",19.110,"1,300,000",43.230,"1,150,000",98.317,"1,010,000",287.452,"869,000",,,,,,,,,,
"Google Cloud Platform [n2d-standard-2]",20.234,"1,230,000",45.530,"1,090,000",102.993,"970,000",297.196,"841,000",671.150,"744,000",1501.412,"666,000",,,,,,
"Google Cloud Platform [n2d-standard-224]",1.639,"15,200,000",3.081,"16,200,000",6.747,"14,800,000",17.377,"14,300,000",31.870,"15,600,000",56.260,"17,700,000",105.734,"23,600,000",,,,
