,25m,,50m,,100m,,250m,,500m,,1b,,2.5b,
"Amazon Web Services [r7a.large]",29.414,"849,000",67.618,"739,000",153.915,"649,000",453.320,"551,000",1027.697,"486,000",2295.504,"435,000",6702.274,"373,000"
