,25m,,50m,,100m,,250m,,500m,,1b,,2.5b,
"Amazon Web Services [r7a.large]",42.209,"592,000",95.439,"523,000",214.331,"466,000",622.129,"401,000",1392.905,"358,000",3113.068,"321,000",9029.351,"276,000"
