,25m,,50m,,100m,,250m,,500m,,1b,
"Amazon Web Services [r7a.large]",82.747,"302,000",187.266,"266,000",421.022,"237,000",1223.227,"204,000",2740.833,"182,000",6115.429,"163,000"
